gi|50118966|ref|YP_048133.1|	gi|188532166|ref|YP_001905963.1|
gi|50121917|ref|YP_051084.1|	gi|261820839|ref|YP_003258945.1|
gi|50121918|ref|YP_051085.1|	gi|261820838|ref|YP_003258944.1|
gi|50121919|ref|YP_051086.1|	gi|261820836|ref|YP_003258942.1|
gi|50121920|ref|YP_051087.1|	gi|261820835|ref|YP_003258941.1|
gi|50121921|ref|YP_051088.1|	gi|261820834|ref|YP_003258940.1|
gi|50121922|ref|YP_051089.1|	gi|261820833|ref|YP_003258939.1|
gi|50121923|ref|YP_051090.1|	gi|261820832|ref|YP_003258938.1|
gi|50121924|ref|YP_051091.1|	gi|261820825|ref|YP_003258931.1|
gi|50121925|ref|YP_051092.1|	gi|261820824|ref|YP_003258930.1|
gi|50121926|ref|YP_051093.1|	gi|261820823|ref|YP_003258929.1|
gi|50121927|ref|YP_051094.1|	gi|261820822|ref|YP_003258928.1|
gi|50121928|ref|YP_051095.1|	gi|261820821|ref|YP_003258927.1|
gi|50121929|ref|YP_051096.1|	gi|261820820|ref|YP_003258926.1|
gi|50121930|ref|YP_051097.1|	gi|261820819|ref|YP_003258925.1|
gi|50121931|ref|YP_051098.1|	gi|261820818|ref|YP_003258924.1|
gi|50121932|ref|YP_051099.1|	gi|261820817|ref|YP_003258923.1|
gi|50121933|ref|YP_051100.1|	gi|261820815|ref|YP_003258921.1|
gi|50121934|ref|YP_051101.1|	gi|261820814|ref|YP_003258920.1|
gi|50121935|ref|YP_051102.1|	gi|261820813|ref|YP_003258919.1|
gi|50121936|ref|YP_051103.1|	gi|261820807|ref|YP_003258913.1|
gi|50121937|ref|YP_051104.1|	gi|261820806|ref|YP_003258912.1|
gi|50121938|ref|YP_051105.1|	gi|261820805|ref|YP_003258911.1|
gi|50121939|ref|YP_051106.1|	gi|261820804|ref|YP_003258910.1|
gi|50121940|ref|YP_051107.1|	gi|261820803|ref|YP_003258909.1|
gi|50121941|ref|YP_051108.1|	gi|261820802|ref|YP_003258908.1|
gi|50121942|ref|YP_051109.1|	gi|261820801|ref|YP_003258907.1|
gi|50121943|ref|YP_051110.1|	gi|261820800|ref|YP_003258906.1|
gi|50121944|ref|YP_051111.1|	gi|261820799|ref|YP_003258905.1|
gi|50121945|ref|YP_051112.1|	gi|261820798|ref|YP_003258904.1|
gi|50121946|ref|YP_051113.1|	gi|261820797|ref|YP_003258903.1|
gi|50121947|ref|YP_051114.1|	gi|261820796|ref|YP_003258902.1|
gi|50121948|ref|YP_051115.1|	gi|261820795|ref|YP_003258901.1|
gi|50121949|ref|YP_051116.1|	gi|261820794|ref|YP_003258900.1|
gi|50121950|ref|YP_051117.1|	gi|261820793|ref|YP_003258899.1|
gi|50121951|ref|YP_051118.1|	gi|261820792|ref|YP_003258898.1|
gi|50121952|ref|YP_051119.1|	gi|261821218|ref|YP_003259324.1|
gi|50121953|ref|YP_051120.1|	gi|261820791|ref|YP_003258897.1|
gi|50121954|ref|YP_051121.1|	gi|261821218|ref|YP_003259324.1|
gi|50121955|ref|YP_051122.1|	gi|261820791|ref|YP_003258897.1|
gi|50121956|ref|YP_051123.1|	gi|261820790|ref|YP_003258896.1|
gi|50121957|ref|YP_051124.1|	gi|261820789|ref|YP_003258895.1|
gi|50121958|ref|YP_051125.1|	gi|261820788|ref|YP_003258894.1|
gi|161501872|ref|YP_051126.2|	gi|261820787|ref|YP_003258893.1|
gi|50121960|ref|YP_051127.1|	gi|261820786|ref|YP_003258892.1|
gi|50121961|ref|YP_051128.1|	gi|261820785|ref|YP_003258891.1|
gi|50121962|ref|YP_051129.1|	gi|261820784|ref|YP_003258890.1|
gi|50121963|ref|YP_051130.1|	gi|261820783|ref|YP_003258889.1|
gi|50121964|ref|YP_051131.1|	gi|261820782|ref|YP_003258888.1|
gi|50121965|ref|YP_051132.1|	gi|261820781|ref|YP_003258887.1|
gi|50121966|ref|YP_051133.1|	gi|261820780|ref|YP_003258886.1|
gi|50121967|ref|YP_051134.1|	gi|261820779|ref|YP_003258885.1|
gi|50121968|ref|YP_051135.1|	gi|261820778|ref|YP_003258884.1|
gi|50121969|ref|YP_051136.1|	gi|261820777|ref|YP_003258883.1|
gi|50121970|ref|YP_051137.1|	gi|261820776|ref|YP_003258882.1|
gi|50121971|ref|YP_051138.1|	gi|261820775|ref|YP_003258881.1|
gi|50121972|ref|YP_051139.1|	gi|261820774|ref|YP_003258880.1|
gi|50121973|ref|YP_051140.1|	gi|261820773|ref|YP_003258879.1|
gi|50121974|ref|YP_051141.1|	gi|261820772|ref|YP_003258878.1|
gi|50121975|ref|YP_051142.1|	gi|261820771|ref|YP_003258877.1|
gi|50121976|ref|YP_051143.1|	gi|261820770|ref|YP_003258876.1|
gi|50121977|ref|YP_051144.1|	gi|261820769|ref|YP_003258875.1|
gi|50121978|ref|YP_051145.1|	gi|261820768|ref|YP_003258874.1|
gi|50121979|ref|YP_051146.1|	gi|261820767|ref|YP_003258873.1|
gi|50121980|ref|YP_051147.1|	gi|261820766|ref|YP_003258872.1|
gi|50121981|ref|YP_051148.1|	gi|261820765|ref|YP_003258871.1|
gi|50121982|ref|YP_051149.1|	gi|261820764|ref|YP_003258870.1|
gi|50121983|ref|YP_051150.1|	gi|261820763|ref|YP_003258869.1|
gi|50121984|ref|YP_051151.1|	gi|261820762|ref|YP_003258868.1|
gi|50121985|ref|YP_051152.1|	gi|261820761|ref|YP_003258867.1|
gi|50121986|ref|YP_051153.1|	gi|261820759|ref|YP_003258865.1|
gi|50121987|ref|YP_051154.1|	gi|261820758|ref|YP_003258864.1|
gi|50121988|ref|YP_051155.1|	gi|261820757|ref|YP_003258863.1|
gi|50121989|ref|YP_051156.1|	gi|261820756|ref|YP_003258862.1|
gi|50121990|ref|YP_051157.1|	gi|261820755|ref|YP_003258861.1|
gi|50121991|ref|YP_051158.1|	gi|261820754|ref|YP_003258860.1|
gi|50121992|ref|YP_051159.1|	gi|261820753|ref|YP_003258859.1|
gi|50121993|ref|YP_051160.1|	gi|261820752|ref|YP_003258858.1|
gi|50121994|ref|YP_051161.1|	gi|261820751|ref|YP_003258857.1|
gi|50121995|ref|YP_051162.1|	gi|261820750|ref|YP_003258856.1|
gi|50121996|ref|YP_051163.1|	gi|261820749|ref|YP_003258855.1|
gi|50121997|ref|YP_051164.1|	gi|261820748|ref|YP_003258854.1|
gi|50121998|ref|YP_051165.1|	gi|261820747|ref|YP_003258853.1|
gi|50121999|ref|YP_051166.1|	gi|261820746|ref|YP_003258852.1|
gi|50122000|ref|YP_051167.1|	gi|261820745|ref|YP_003258851.1|
gi|50122001|ref|YP_051168.1|	gi|261820744|ref|YP_003258850.1|
gi|50122002|ref|YP_051169.1|	gi|261820743|ref|YP_003258849.1|
gi|50122003|ref|YP_051170.1|	gi|261820742|ref|YP_003258848.1|
gi|50122004|ref|YP_051171.1|	gi|261820741|ref|YP_003258847.1|
gi|50122005|ref|YP_051172.1|	gi|261820738|ref|YP_003258844.1|
gi|50122006|ref|YP_051173.1|	gi|261820737|ref|YP_003258843.1|
gi|50122007|ref|YP_051174.1|	gi|261821278|ref|YP_003259384.1|
gi|50122008|ref|YP_051175.1|	gi|261822497|ref|YP_003260603.1|
gi|50122009|ref|YP_051176.1|	gi|261820312|ref|YP_003258418.1|
gi|50122010|ref|YP_051177.1|	gi|261820733|ref|YP_003258839.1|
gi|50122011|ref|YP_051178.1|	gi|261820732|ref|YP_003258838.1|
gi|50122012|ref|YP_051179.1|	gi|261820731|ref|YP_003258837.1|
gi|50122013|ref|YP_051180.1|	gi|261820730|ref|YP_003258836.1|
gi|50122014|ref|YP_051181.1|	gi|261820729|ref|YP_003258835.1|
gi|50122015|ref|YP_051182.1|	gi|261820728|ref|YP_003258834.1|
gi|50122016|ref|YP_051183.1|	gi|261820727|ref|YP_003258833.1|
gi|50122017|ref|YP_051184.1|	gi|261820726|ref|YP_003258832.1|
gi|50122018|ref|YP_051185.1|	gi|261820725|ref|YP_003258831.1|
gi|50122019|ref|YP_051186.1|	gi|261820724|ref|YP_003258830.1|
gi|50122020|ref|YP_051187.1|	gi|261820723|ref|YP_003258829.1|
gi|50122021|ref|YP_051188.1|	gi|261820722|ref|YP_003258828.1|
gi|50122022|ref|YP_051189.1|	gi|261821932|ref|YP_003260038.1|
gi|50122023|ref|YP_051190.1|	gi|261820721|ref|YP_003258827.1|
gi|50122024|ref|YP_051191.1|	gi|261820720|ref|YP_003258826.1|
gi|50122025|ref|YP_051192.1|	gi|261820719|ref|YP_003258825.1|
gi|50122026|ref|YP_051193.1|	gi|261820718|ref|YP_003258824.1|
gi|50122027|ref|YP_051194.1|	gi|261820717|ref|YP_003258823.1|
gi|50122028|ref|YP_051195.1|	gi|261820716|ref|YP_003258822.1|
gi|50122029|ref|YP_051196.1|	gi|261820715|ref|YP_003258821.1|
gi|50122030|ref|YP_051197.1|	gi|261820714|ref|YP_003258820.1|
gi|50122031|ref|YP_051198.1|	gi|261820713|ref|YP_003258819.1|
gi|50122032|ref|YP_051199.1|	gi|261820712|ref|YP_003258818.1|
gi|50122033|ref|YP_051200.1|	gi|261820711|ref|YP_003258817.1|
gi|50122034|ref|YP_051201.1|	gi|261820710|ref|YP_003258816.1|
gi|50122035|ref|YP_051202.1|	gi|261821064|ref|YP_003259170.1|
gi|50122036|ref|YP_051203.1|	gi|261820709|ref|YP_003258815.1|
gi|50122037|ref|YP_051204.1|	gi|261820708|ref|YP_003258814.1|
gi|50122038|ref|YP_051205.1|	gi|261820707|ref|YP_003258813.1|
gi|50122039|ref|YP_051206.1|	gi|261820706|ref|YP_003258812.1|
gi|50122040|ref|YP_051207.1|	gi|261820705|ref|YP_003258811.1|
gi|50122041|ref|YP_051208.1|	gi|261820704|ref|YP_003258810.1|
gi|50122042|ref|YP_051209.1|	gi|261821149|ref|YP_003259255.1|
gi|50122043|ref|YP_051210.1|	gi|261820963|ref|YP_003259069.1|
gi|50122043|ref|YP_051210.1|	gi|261820963|ref|YP_003259069.1|
gi|50122043|ref|YP_051210.1|	gi|261820963|ref|YP_003259069.1|
gi|50122044|ref|YP_051211.1|	gi|261820962|ref|YP_003259068.1|
gi|50122045|ref|YP_051212.1|	gi|261820961|ref|YP_003259067.1|
gi|50122046|ref|YP_051213.1|	gi|261823038|ref|YP_003261144.1|
gi|50122047|ref|YP_051214.1|	gi|261822529|ref|YP_003260635.1|
gi|50122048|ref|YP_051215.1|	gi|261820674|ref|YP_003258780.1|
gi|50122049|ref|YP_051216.1|	gi|261820673|ref|YP_003258779.1|
gi|50122050|ref|YP_051217.1|	gi|261820672|ref|YP_003258778.1|
gi|50122051|ref|YP_051218.1|	gi|261820671|ref|YP_003258777.1|
gi|50122052|ref|YP_051219.1|	gi|261820670|ref|YP_003258776.1|
gi|50122053|ref|YP_051220.1|	gi|261820668|ref|YP_003258774.1|
gi|50122054|ref|YP_051221.1|	gi|261820340|ref|YP_003258446.1|
gi|50122055|ref|YP_051222.1|	gi|261820667|ref|YP_003258773.1|
gi|50122056|ref|YP_051223.1|	gi|261820224|ref|YP_003258330.1|
gi|50122057|ref|YP_051224.1|	gi|261820666|ref|YP_003258772.1|
gi|50122058|ref|YP_051225.1|	gi|261822983|ref|YP_003261089.1|
gi|50122059|ref|YP_051226.1|	gi|261819380|ref|YP_003257486.1|
gi|50122060|ref|YP_051227.1|	gi|261820665|ref|YP_003258771.1|
gi|50122061|ref|YP_051228.1|	gi|261820664|ref|YP_003258770.1|
gi|50122062|ref|YP_051229.1|	gi|261820663|ref|YP_003258769.1|
gi|50122063|ref|YP_051230.1|	gi|261820662|ref|YP_003258768.1|
gi|50122064|ref|YP_051231.1|	gi|261820661|ref|YP_003258767.1|
gi|50122065|ref|YP_051232.1|	gi|261820660|ref|YP_003258766.1|
gi|50122066|ref|YP_051233.1|	gi|261820659|ref|YP_003258765.1|
gi|50122067|ref|YP_051234.1|	gi|261820658|ref|YP_003258764.1|
gi|50122068|ref|YP_051235.1|	gi|261820657|ref|YP_003258763.1|
gi|50122069|ref|YP_051236.1|	gi|261820656|ref|YP_003258762.1|
gi|50122070|ref|YP_051237.1|	gi|261820655|ref|YP_003258761.1|
gi|50122071|ref|YP_051238.1|	gi|261820654|ref|YP_003258760.1|
gi|50122072|ref|YP_051239.1|	gi|261820653|ref|YP_003258759.1|
gi|50122073|ref|YP_051240.1|	gi|261820652|ref|YP_003258758.1|
gi|50122074|ref|YP_051241.1|	gi|261820651|ref|YP_003258757.1|
gi|50122075|ref|YP_051242.1|	gi|261820650|ref|YP_003258756.1|
gi|50122076|ref|YP_051243.1|	gi|261820649|ref|YP_003258755.1|
gi|50122077|ref|YP_051244.1|	gi|261820648|ref|YP_003258754.1|
gi|50122078|ref|YP_051245.1|	gi|261820647|ref|YP_003258753.1|
gi|50122079|ref|YP_051246.1|	gi|261820646|ref|YP_003258752.1|
gi|50122080|ref|YP_051247.1|	gi|261820645|ref|YP_003258751.1|
gi|50122081|ref|YP_051248.1|	gi|261821494|ref|YP_003259600.1|
gi|50122082|ref|YP_051249.1|	gi|261820644|ref|YP_003258750.1|
gi|50122083|ref|YP_051250.1|	gi|261820642|ref|YP_003258748.1|
gi|50122084|ref|YP_051251.1|	gi|261820641|ref|YP_003258747.1|
gi|50122085|ref|YP_051252.1|	gi|261820640|ref|YP_003258746.1|
gi|50122086|ref|YP_051253.1|	gi|261820639|ref|YP_003258745.1|
gi|50122087|ref|YP_051254.1|	gi|261820638|ref|YP_003258744.1|
gi|50122088|ref|YP_051255.1|	gi|261820637|ref|YP_003258743.1|
gi|50122089|ref|YP_051256.1|	gi|261820635|ref|YP_003258741.1|
gi|50122090|ref|YP_051257.1|	gi|261820634|ref|YP_003258740.1|
gi|50122091|ref|YP_051258.1|	gi|261820633|ref|YP_003258739.1|
gi|50122092|ref|YP_051259.1|	gi|261820632|ref|YP_003258738.1|
gi|50122093|ref|YP_051260.1|	gi|261820631|ref|YP_003258737.1|
gi|50122094|ref|YP_051261.1|	gi|261820630|ref|YP_003258736.1|
gi|50122095|ref|YP_051262.1|	gi|261820629|ref|YP_003258735.1|
gi|50122096|ref|YP_051263.1|	gi|261820628|ref|YP_003258734.1|
gi|50122097|ref|YP_051264.1|	gi|261820627|ref|YP_003258733.1|
gi|50122098|ref|YP_051265.1|	gi|261820626|ref|YP_003258732.1|
gi|50122099|ref|YP_051266.1|	gi|261820625|ref|YP_003258731.1|
gi|50122100|ref|YP_051267.1|	gi|261820624|ref|YP_003258730.1|
gi|50122101|ref|YP_051268.1|	gi|261820623|ref|YP_003258729.1|
gi|50122102|ref|YP_051269.1|	gi|261822053|ref|YP_003260159.1|
gi|50122103|ref|YP_051270.1|	gi|261820622|ref|YP_003258728.1|
gi|50122104|ref|YP_051271.1|	gi|261820621|ref|YP_003258727.1|
gi|50122105|ref|YP_051272.1|	gi|261820620|ref|YP_003258726.1|
gi|50122106|ref|YP_051273.1|	gi|261820619|ref|YP_003258725.1|
gi|50122107|ref|YP_051274.1|	gi|261820618|ref|YP_003258724.1|
gi|50122108|ref|YP_051275.1|	gi|261820617|ref|YP_003258723.1|
gi|50122109|ref|YP_051276.1|	gi|261820616|ref|YP_003258722.1|
gi|50122110|ref|YP_051277.1|	gi|261820615|ref|YP_003258721.1|
gi|50122111|ref|YP_051278.1|	gi|261820614|ref|YP_003258720.1|
gi|50122112|ref|YP_051279.1|	gi|261823752|ref|YP_003261858.1|
gi|50122113|ref|YP_051280.1|	gi|261820613|ref|YP_003258719.1|
gi|50122114|ref|YP_051281.1|	gi|261820612|ref|YP_003258718.1|
gi|50122115|ref|YP_051282.1|	gi|261820611|ref|YP_003258717.1|
gi|50122116|ref|YP_051283.1|	gi|261820610|ref|YP_003258716.1|
gi|50122117|ref|YP_051284.1|	gi|261820609|ref|YP_003258715.1|
gi|50122118|ref|YP_051285.1|	gi|261820608|ref|YP_003258714.1|
gi|50122119|ref|YP_051286.1|	gi|261820607|ref|YP_003258713.1|
gi|50122120|ref|YP_051287.1|	gi|261820601|ref|YP_003258707.1|
gi|50122121|ref|YP_051288.1|	gi|261820598|ref|YP_003258704.1|
gi|50122122|ref|YP_051289.1|	gi|261822673|ref|YP_003260779.1|
gi|50122123|ref|YP_051290.1|	gi|261820594|ref|YP_003258700.1|
gi|50122124|ref|YP_051291.1|	gi|261822570|ref|YP_003260676.1|
gi|50122125|ref|YP_051292.1|	gi|261820593|ref|YP_003258699.1|
gi|50122127|ref|YP_051294.1|	gi|261820590|ref|YP_003258696.1|
gi|50122128|ref|YP_051295.1|	gi|261820037|ref|YP_003258143.1|
gi|50122129|ref|YP_051296.1|	gi|261820584|ref|YP_003258690.1|
gi|50122130|ref|YP_051297.1|	gi|261820583|ref|YP_003258689.1|
gi|50122131|ref|YP_051298.1|	gi|261823001|ref|YP_003261107.1|
gi|50122131|ref|YP_051298.1|	gi|261823001|ref|YP_003261107.1|
gi|50122132|ref|YP_051299.1|	gi|261820582|ref|YP_003258688.1|
gi|50122133|ref|YP_051300.1|	gi|261820581|ref|YP_003258687.1|
gi|50122134|ref|YP_051301.1|	gi|261820580|ref|YP_003258686.1|
gi|50122135|ref|YP_051302.1|	gi|261819726|ref|YP_003257832.1|
gi|50122136|ref|YP_051303.1|	gi|261819657|ref|YP_003257763.1|
gi|50122137|ref|YP_051304.1|	gi|261820578|ref|YP_003258684.1|
gi|50122138|ref|YP_051305.1|	gi|261820577|ref|YP_003258683.1|
gi|50122139|ref|YP_051306.1|	gi|261820576|ref|YP_003258682.1|
gi|50122140|ref|YP_051307.1|	gi|261820575|ref|YP_003258681.1|
gi|50122141|ref|YP_051308.1|	gi|261820574|ref|YP_003258680.1|
gi|50122142|ref|YP_051309.1|	gi|261820573|ref|YP_003258679.1|
gi|50122143|ref|YP_051310.1|	gi|261820572|ref|YP_003258678.1|
gi|50122144|ref|YP_051311.1|	gi|261820571|ref|YP_003258677.1|
gi|50122145|ref|YP_051312.1|	gi|261820570|ref|YP_003258676.1|
gi|50122146|ref|YP_051313.1|	gi|261820569|ref|YP_003258675.1|
gi|50122147|ref|YP_051314.1|	gi|261820829|ref|YP_003258935.1|
gi|50122148|ref|YP_051315.1|	gi|261823178|ref|YP_003261284.1|
gi|50122149|ref|YP_051316.1|	gi|261820568|ref|YP_003258674.1|
gi|50122150|ref|YP_051317.1|	gi|261820826|ref|YP_003258932.1|
gi|50122151|ref|YP_051318.1|	gi|261820567|ref|YP_003258673.1|
gi|50122152|ref|YP_051319.1|	gi|261820566|ref|YP_003258672.1|
gi|50122153|ref|YP_051320.1|	gi|261820565|ref|YP_003258671.1|
gi|50122154|ref|YP_051321.1|	gi|261820564|ref|YP_003258670.1|
gi|50122155|ref|YP_051322.1|	gi|261820563|ref|YP_003258669.1|
gi|50122156|ref|YP_051323.1|	gi|261820562|ref|YP_003258668.1|
gi|50122157|ref|YP_051324.1|	gi|261820561|ref|YP_003258667.1|
gi|50122158|ref|YP_051325.1|	gi|261820560|ref|YP_003258666.1|
gi|50122159|ref|YP_051326.1|	gi|261820559|ref|YP_003258665.1|
gi|50122160|ref|YP_051327.1|	gi|261820558|ref|YP_003258664.1|
gi|50122161|ref|YP_051328.1|	gi|261820557|ref|YP_003258663.1|
gi|50122162|ref|YP_051329.1|	gi|261820556|ref|YP_003258662.1|
gi|50122163|ref|YP_051330.1|	gi|261820555|ref|YP_003258661.1|
gi|50122164|ref|YP_051331.1|	gi|261820554|ref|YP_003258660.1|
gi|50122165|ref|YP_051332.1|	gi|261820553|ref|YP_003258659.1|
gi|50122166|ref|YP_051333.1|	gi|261820552|ref|YP_003258658.1|
gi|50122167|ref|YP_051334.1|	gi|261820551|ref|YP_003258657.1|
gi|50122168|ref|YP_051335.1|	gi|261820550|ref|YP_003258656.1|
gi|50122169|ref|YP_051336.1|	gi|261820549|ref|YP_003258655.1|
gi|50122170|ref|YP_051337.1|	gi|261820548|ref|YP_003258654.1|
gi|50122171|ref|YP_051338.1|	gi|261820547|ref|YP_003258653.1|
gi|50122172|ref|YP_051339.1|	gi|261820546|ref|YP_003258652.1|
gi|50122173|ref|YP_051340.1|	gi|261820545|ref|YP_003258651.1|
gi|50122174|ref|YP_051341.1|	gi|261820544|ref|YP_003258650.1|
gi|50122175|ref|YP_051342.1|	gi|261820543|ref|YP_003258649.1|
gi|50122176|ref|YP_051343.1|	gi|261820542|ref|YP_003258648.1|
gi|50122177|ref|YP_051344.1|	gi|261820541|ref|YP_003258647.1|
gi|50122178|ref|YP_051345.1|	gi|261820540|ref|YP_003258646.1|
gi|50122179|ref|YP_051346.1|	gi|261820539|ref|YP_003258645.1|
gi|50122180|ref|YP_051347.1|	gi|261820538|ref|YP_003258644.1|
gi|50122181|ref|YP_051348.1|	gi|261820537|ref|YP_003258643.1|
gi|50122182|ref|YP_051349.1|	gi|261820536|ref|YP_003258642.1|
gi|50122183|ref|YP_051350.1|	gi|261820535|ref|YP_003258641.1|
gi|50122184|ref|YP_051351.1|	gi|261820534|ref|YP_003258640.1|
gi|50122185|ref|YP_051352.1|	gi|261820533|ref|YP_003258639.1|
gi|50122186|ref|YP_051353.1|	gi|261820532|ref|YP_003258638.1|
gi|50122187|ref|YP_051354.1|	gi|261820531|ref|YP_003258637.1|
gi|50122188|ref|YP_051355.1|	gi|261820530|ref|YP_003258636.1|
gi|50122188|ref|YP_051355.1|	gi|261820530|ref|YP_003258636.1|
gi|50122189|ref|YP_051356.1|	gi|261820529|ref|YP_003258635.1|
gi|50122190|ref|YP_051357.1|	gi|261820528|ref|YP_003258634.1|
gi|50122191|ref|YP_051358.1|	gi|261820527|ref|YP_003258633.1|
gi|50122192|ref|YP_051359.1|	gi|261820526|ref|YP_003258632.1|
gi|50122193|ref|YP_051360.1|	gi|261820525|ref|YP_003258631.1|
gi|50122194|ref|YP_051361.1|	gi|261823296|ref|YP_003261402.1|
gi|50122195|ref|YP_051362.1|	gi|261820524|ref|YP_003258630.1|
gi|50122196|ref|YP_051363.1|	gi|261820523|ref|YP_003258629.1|
gi|50122197|ref|YP_051364.1|	gi|261820522|ref|YP_003258628.1|
gi|50122198|ref|YP_051365.1|	gi|261820521|ref|YP_003258627.1|
gi|50122199|ref|YP_051366.1|	gi|261820520|ref|YP_003258626.1|
gi|50122200|ref|YP_051367.1|	gi|261820519|ref|YP_003258625.1|
gi|50122201|ref|YP_051368.1|	gi|261820518|ref|YP_003258624.1|
gi|50122202|ref|YP_051369.1|	gi|261820517|ref|YP_003258623.1|
gi|50122203|ref|YP_051370.1|	gi|261820516|ref|YP_003258622.1|
gi|50122204|ref|YP_051371.1|	gi|261820515|ref|YP_003258621.1|
gi|50122205|ref|YP_051372.1|	gi|261820514|ref|YP_003258620.1|
gi|50122206|ref|YP_051373.1|	gi|261820513|ref|YP_003258619.1|
gi|50122207|ref|YP_051374.1|	gi|261820512|ref|YP_003258618.1|
gi|50122208|ref|YP_051375.1|	gi|261820511|ref|YP_003258617.1|
gi|50122209|ref|YP_051376.1|	gi|261820510|ref|YP_003258616.1|
gi|50122210|ref|YP_051377.1|	gi|261820509|ref|YP_003258615.1|
gi|50122211|ref|YP_051378.1|	gi|261820508|ref|YP_003258614.1|
gi|50122212|ref|YP_051379.1|	gi|261820507|ref|YP_003258613.1|
gi|50122213|ref|YP_051380.1|	gi|261820506|ref|YP_003258612.1|
gi|50122214|ref|YP_051381.1|	gi|261820505|ref|YP_003258611.1|
gi|50122215|ref|YP_051382.1|	gi|261820504|ref|YP_003258610.1|
gi|50122216|ref|YP_051383.1|	gi|261820503|ref|YP_003258609.1|
gi|50122217|ref|YP_051384.1|	gi|261820502|ref|YP_003258608.1|
gi|50122218|ref|YP_051385.1|	gi|261820501|ref|YP_003258607.1|
gi|50122219|ref|YP_051386.1|	gi|261820500|ref|YP_003258606.1|
gi|50122220|ref|YP_051387.1|	gi|261820499|ref|YP_003258605.1|
gi|50122221|ref|YP_051388.1|	gi|261820498|ref|YP_003258604.1|
gi|50122222|ref|YP_051389.1|	gi|261820497|ref|YP_003258603.1|
gi|50122223|ref|YP_051390.1|	gi|261820496|ref|YP_003258602.1|
gi|50122224|ref|YP_051391.1|	gi|261820495|ref|YP_003258601.1|
gi|50122225|ref|YP_051392.1|	gi|261820494|ref|YP_003258600.1|
gi|50122226|ref|YP_051393.1|	gi|261820493|ref|YP_003258599.1|
gi|50122227|ref|YP_051394.1|	gi|261820492|ref|YP_003258598.1|
gi|50122228|ref|YP_051395.1|	gi|261820491|ref|YP_003258597.1|
gi|50122229|ref|YP_051396.1|	gi|261820490|ref|YP_003258596.1|
gi|50122230|ref|YP_051397.1|	gi|261820488|ref|YP_003258594.1|
gi|50122231|ref|YP_051398.1|	gi|261820487|ref|YP_003258593.1|
gi|50122232|ref|YP_051399.1|	gi|261820486|ref|YP_003258592.1|
gi|50122233|ref|YP_051400.1|	gi|261820485|ref|YP_003258591.1|
gi|50122234|ref|YP_051401.1|	gi|261820484|ref|YP_003258590.1|
gi|50122235|ref|YP_051402.1|	gi|261820483|ref|YP_003258589.1|
gi|50122236|ref|YP_051403.1|	gi|261820482|ref|YP_003258588.1|
gi|50122237|ref|YP_051404.1|	gi|261820481|ref|YP_003258587.1|
gi|50122238|ref|YP_051405.1|	gi|261820480|ref|YP_003258586.1|
gi|50122239|ref|YP_051406.1|	gi|261820479|ref|YP_003258585.1|
gi|50122240|ref|YP_051407.1|	gi|261820478|ref|YP_003258584.1|
gi|50122241|ref|YP_051408.1|	gi|261820477|ref|YP_003258583.1|
gi|50122242|ref|YP_051409.1|	gi|261820476|ref|YP_003258582.1|
gi|50122243|ref|YP_051410.1|	gi|261820475|ref|YP_003258581.1|
gi|50122244|ref|YP_051411.1|	gi|261820474|ref|YP_003258580.1|
gi|50122245|ref|YP_051412.1|	gi|261820473|ref|YP_003258579.1|
gi|50122246|ref|YP_051413.1|	gi|261820472|ref|YP_003258578.1|
gi|50122247|ref|YP_051414.1|	gi|261820471|ref|YP_003258577.1|
gi|50122248|ref|YP_051415.1|	gi|261822033|ref|YP_003260139.1|
gi|50122249|ref|YP_051416.1|	gi|261820470|ref|YP_003258576.1|
gi|161501871|ref|YP_051417.2|	gi|261820469|ref|YP_003258575.1|
gi|50122251|ref|YP_051418.1|	gi|261820468|ref|YP_003258574.1|
gi|50122252|ref|YP_051419.1|	gi|261820467|ref|YP_003258573.1|
gi|50122253|ref|YP_051420.1|	gi|261820466|ref|YP_003258572.1|
gi|50122254|ref|YP_051421.1|	gi|261820465|ref|YP_003258571.1|
gi|50122256|ref|YP_051423.1|	gi|261822000|ref|YP_003260106.1|
gi|50122257|ref|YP_051424.1|	gi|261820463|ref|YP_003258569.1|
gi|50122258|ref|YP_051425.1|	gi|261820462|ref|YP_003258568.1|
gi|50122259|ref|YP_051426.1|	gi|261820461|ref|YP_003258567.1|
gi|50122260|ref|YP_051427.1|	gi|261820460|ref|YP_003258566.1|
gi|50122261|ref|YP_051428.1|	gi|261820459|ref|YP_003258565.1|
gi|50122262|ref|YP_051429.1|	gi|261820458|ref|YP_003258564.1|
gi|50122263|ref|YP_051430.1|	gi|261820457|ref|YP_003258563.1|
gi|50122264|ref|YP_051431.1|	gi|261820456|ref|YP_003258562.1|
gi|50122265|ref|YP_051432.1|	gi|261820455|ref|YP_003258561.1|
gi|50122266|ref|YP_051433.1|	gi|261820454|ref|YP_003258560.1|
gi|50122267|ref|YP_051434.1|	gi|261820453|ref|YP_003258559.1|
gi|50122268|ref|YP_051435.1|	gi|261820452|ref|YP_003258558.1|
gi|50122269|ref|YP_051436.1|	gi|261820451|ref|YP_003258557.1|
gi|50122270|ref|YP_051437.1|	gi|261820450|ref|YP_003258556.1|
gi|50122271|ref|YP_051438.1|	gi|261820449|ref|YP_003258555.1|
